,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
165973,165974,B000IEHRJK,A2KICFXEWKQXTQ,Tapestry,0,0,5,1296864000,Staple in my Kitchen,"Fabulous on salads, Fabulous on humus, Fabulous on lots of things I eat on a regular basis.<br />It's amazing how these plain, simple pine nuts make a bland salad turn into a standout salad.<br />I wouldn't consider being without this product in my kitchen."
226700,226701,B004AE1FHY,A2211XUAO701D7,Baroke,0,1,2,1335139200,Yuck!  Bitter and unpleasant taste,"I usually like instant coffee, but this doesn't do it for me.  Maybe with sugar it's potable, but I drink my coffee black, and I can barely get this down.  Back to the drawing board."
509816,509817,B003XB9EFK,A1EPP56A17R62Q,"Tommie ""An expert is a former drip under pres...",11,11,5,1320278400,Absolutely Delicious!,"I have to ignore my coconut nectar in the cabinet. It is wonderful! I have been known to eat it by the spoonful all by itself. I'm still on the first bottle (I have more), so my ignorance is proven to be valuable. The next batch of fudge I make will be sweetened with this. YUM-ALICIOUS!!"
302682,302683,B000UBH9YE,A1KVAU30GZMKQ2,BlondieGal,0,0,5,1337299200,This is a delicious decaff coffee!!!,"I buy this on the subscribe & save program, which seems to be discontinued at this time. I have had about 4 shipments of 6 bags each. My sister and I enjoy this coffee everyday! I alternate a shipment to her and then to me. Perfect for moments when you are the only one drinking it, and don't want to waste coffee or time to fill up a regular coffeemaker. I use it at work, because I'm the only one who drinks decaff."
106988,106989,B0017SY8W0,A348IT6M7H8A67,Bufster3,5,5,5,1289260800,"Organic, Vegan, Gluten Free Gravy!!!","With Amazon's Subscribe & Save option these are well below $1 per package!  I am able to make 1/2 of the packet if I don't need the whole thing.  Just mix it with water in the pan and whisk while it comes to the boil and simmer for only one minute and I had tasty vegan gravy!  It was perfect on my Edward & Sons organic, vegan, gluten free Instant mashed potatoes!  What could be easier or better?<br /><br />They also have a good looking recipe on the back of the packet for a lentil loaf that I plan on trying.<br /><br />Now I can't wait to try Roads End Organic's Savory Herb and Shiitake Mushroom varieties!"
97945,97946,B001RJ9266,A3PH3F1N2RGGE7,C. H. Babb,0,0,2,1348531200,Not so good,"I was disappointed in this trail mix. The peanuts are soft, and there are ALOT of seeds in the bag as well. Not bad enough to throw away, but I will try another brand next time."
432036,432037,B001P22GHC,A244KO0LWJD0K4,Jeanne Lou Hull,0,2,3,1313884800,Barney Butter Almond Butter,"The contents settle to the bottom of the pack and you really can't get it out,it's not conveient.I am not going to order it again.Jason's almond butter packets are much better."
307892,307893,B001BS4G6O,A2Z62VCZR7YB5V,A. K. Elliott,7,7,5,1245715200,Terrific Idea!! :),"My dog has to take seizure pills and after 2 months of shoving them down her throat and finding the pills around the house, I saw Pill Pockets at the vet. She likes them, the pills don't get spit out, and I don't get growled at, it's great! The pills are tiny, so I split one pill pocket up and can wrap four pills up. I put the extras in an empty pill bottle to keep them fresh. She doesn't mind the smaller size. They do leave your hands kind of greasy though."
422183,422184,B004IRCHKW,A60R8D38PUSPZ,Coffee Lover,0,0,5,1351036800,Great coffee,"Very delicious coffee, just when you need a good cup of coffee in a rush, there you have this little packs full of flavor and aroma. Loved it!"
373608,373609,B00061KXV4,A1XMMIP11MZCGN,Karl J. Zuk,7,7,5,1252627200,The Very Best,"Confronted with a cloudy, rainy, dreary autumn day? The cure is simple: A perfect snack. The necessary ingredients remind me of some of my earliest memories. Born in Scotland, my mother enjoyed the staples of the old country.  What could satisfy more than a cup of tea and a piece of wheat bread toast? Prepared authentically, each piece of toast should be slightly burnt. A couple of scrapes with a knife will cure that! When I smell bread burning in a toaster, I always think of my Mom in our kitchen making an afternoon snack. No toast is complete without orange marmalade. Ordinary jelly will not do! The only brand acceptable is Keiller's Dundee orange marmalade made with an authentic recipe dating back to 1797. Imposters, like the watery Bonne Maman of France and the Swiss Hero varieties, can't compete with the real thing. Since 1988, Keiller's has been manufactured in the Robertson's plant in Manchester, England (horrors!) The taste is still intact. It is a thick, tangy delight packed with sweet, thinly-cut orange rind congealed in a perfect jelly. Look for Keiller's distinctive white glass jar. Yum."
83828,83829,B001EQ5GXK,A1P06PDB9KFV2L,Nezy,0,0,5,1337731200,coffee,this was delicious coffee for a great price which i could not find at any store in my area or areas nearby
425433,425434,B0002E2GQU,A3K4N7PFK5QNK3,L. Kadel,0,0,3,1289001600,Not What I expected,"I expected Italian coffee to be very bold, so I was incredibly disappointed that this seems so bland. Maybe I need to use more, perhaps double the usual amount per cup. I am following my coffee makers instructions and the coffee turns out very weak."
472880,472881,B000FDDOCI,A3USSR58TXT1YW,"ExpertShopper ""101""",0,1,1,1305590400,Not the correct product,"This product ended up being a $15 camera case.  The seller, BestPriceCenter does not sell food.  Make sure you order from a correct listing.  The seller did agree to refund after I ship the product back."
13894,13895,B000NQA2R2,AIIHD5PL9B987,Matthew R. Bieker,1,1,5,1273708800,Good stuff,"A bunch of flax seed in a sealed plastic bag.  I grind these up and put them in my morning oatmeal.  Nice source of fiber and good fats.  Barry Farms was great as always (3 orders with them so far), and I'm really liking the idea of flax seed in my diet."
24741,24742,B0036VFWO4,AND7DJXCCKIS1,Carol L. Strange,1,1,4,1295481600,JUST ate it!,"Overall good It has a creamy green tint to it, The first bit i was thinking ""i need salt"" but i ate it all and NOW feeling satisified! For it being organic & salt free i am suprised how yummy it really was. I would suggest this soup to anyone. And will eat it over & over again! True it MIGHT not have a lot of chicken, but the tiny 5 pieces it did have were good. I liked it like that."
401866,401867,B000WFPH5G,A8FJHPCMKR28F,Linda,0,0,5,1282867200,Healthy Dog at Last,"My puppy had a severe diarrhea for weeks until we put her on Wellness Lamb and Sweet Potato.  Just like a miracle, she is healthy and energetic."
554121,554122,B003GEX4O6,AO3XN9ISJCNKM,Botticelli,0,0,3,1342483200,didn't love,hit and miss on the flavors here.  but nice to try a sample pack and see what the family likes. maybe try in store first to see which flavors you might like.  very strongly flavored which is a plus.
341934,341935,B000ESJR20,A1VE1GGV2HDPG8,L. Gregory,29,30,5,1206921600,No Equal,"We were the grind your own beans, french press coffee people.  Till I decided to try this from a local Co-op.  I'm not sure why since I wouldn't even think about buy pre-ground coffee such as Folgers, let alone drink instant coffee.  But boy am I ever glad I tried this product.  It's super easy, quick, tastes amazing, rich and bold without the acidic after taste.  Okay it's instant coffee, so keep that in mind but if you looking for a quick coffee fix, you won't be disappointed."
63070,63071,B000QV4U4U,A2GOTY2STOMEAU,John G. Gleeson Sr.,2,2,5,1289606400,An Excellent Multi Purpose Seasoning!,"I grill and barbeque a lot and use ""rubs"" that I make and a very few commercial products, mainly because most commercial rubs aren't all that good. Byron's, however is the real deal: since buying this stuff, I have used it on ribs, pork butt roast, steaks and turkey. It produces consistantly great results on grilled food, low & slow barbeque and even on oven roasted meats. It adds a nice zip to soups, salads and veggies too. I will be seasoning the Thanksgiving turkey with it at the request of my SO.<br /><br />I concur with the reviewer who urged potential customers to get the big size: it gets used up real fast!!"
119235,119236,B0023V64N6,ADPT977T63E0P,Kindle Felty,0,0,2,1344297600,"Organic, so of course you sacrifice taste","They won't taste the same as other gummies.  And they were less chewy than other gummies like Albanese (best tasting ones I've found) or Haribo.  Chewiness is one of elements I love about gummies, so I will not purchase Yummy Earth again.  But if you are really looking for a  healthier substitute, judge for yourself."
316694,316695,B004FEN3GK,AISSIRI0N0I57,Adam,0,0,4,1308700800,Good ol' Graham Crackers,"I really liked these graham crackers. There isn't anything different about the taste of coarse but the way they are packaged is ideal for man things.<br /><br />Instead of being big rectangular pieces these are halved. This makes them ideal for parents with smaller kids who just want to give their kid a quick snack.<br /><br />Another great use for these is definitely smores! Thanks to these already being broken down into squares you don't have to worry about accidentally breaking them when juggling your chocolate and a flaming marsh mellow.<br /><br />The only thing I could offer in the way of advise to Honey Maid would be to package them in stacks of 3 instead of 6 as the serving size is 3, but that isn't anything to keep me from purchasing these.<br /><br />I'll be keeping an eye out for these at my local grocer!"
182143,182144,B000EMM9WG,A3EFSLEMHNPP6A,Senor Zoidbergo,0,0,5,1237852800,A classic!,"I've been eating these NV Granola Bars since I was but a lad, munching away on them with orange slices at soccer games.  They're timeless, and a sweet treat.  Yes, they're probably not too healthy considering they have a fair bit of sugar.  But in this economic climate, they're cheaper than say a Clif bar, and no less tasty.<br /><br />I rarely eat these bars plain- usually I break it up into my plain yogurt with fresh fruits, or into my cereal. 5 thumbs up for a nice snack."
384519,384520,B000V7J0L2,A34I5UHL19UHCK,"Mom ""Barb""",2,2,1,1336435200,NOT AS DESCRIBED,"First line of ""product features"" states:<br /><br />""contains one can each of Bird in Hand, Cookie Jar, Game Day Chili, Mull Over This, Peace of Pie and Roast to Toast tins""<br /><br />This line is INCORRECT.<br /><br />The 4th line is correct:<br /><br />""Six tins (1 tin each of chile pepper (mild), coriander, cumin, fennel seed, ginger & turmeric) come in a handsome box and stylish belly band.""<br /><br />Since the product is not returnable, don't make the same error I did!<br /><br />Note to AMAZON: I love your service and order from you often, but I was very disappointed with the misleading product features. PLEASE CORRECT THIS. I am out $32+ dollars."
